Vertex_X,Vertex_Y,Vertex_Z,Risk_Level,Risk_Score
11.536865234375,3.4156272411346436,-9.711326599121094,Low,0.2412
11.713370323181152,3.490673780441284,-9.535090446472168,Medium,0.7054
11.435372352600098,3.686183452606201,-9.527887344360352,Low,0.3737
11.150736808776855,3.631826639175415,-9.802733421325684,Low,0.1123
11.168327331542969,3.3346526622772217,-9.999516487121582,Medium,0.5743
11.491750717163086,3.819920301437378,-9.259180068969727,Low,0.4072
11.109625816345215,3.934112787246704,-9.456549644470215,Medium,0.5540
11.068140983581543,2.954702854156494,-10.22597599029541,Medium,1.0765
10.756586074829102,3.3897128105163574,-10.262723922729492,Medium,1.0066
10.818217277526855,3.7168185710906982,-10.018900871276855,Low,0.3231
10.487350463867188,3.0954835414886475,-10.59245491027832,Medium,0.5377
10.833288192749023,3.982041358947754,-9.726983070373535,Low,0.4607
10.41982650756836,2.6376943588256836,-10.7074613571167,Medium,0.7216
10.2473783493042,2.8950488567352295,-10.835765838623047,Medium,1.1637
10.478801727294922,3.5050220489501953,-10.467448234558105,Low,0.4266
10.54178237915039,3.752180337905884,-10.23315715789795,Medium,0.5446
10.524914741516113,4.006431579589844,-9.983010292053223,Low,0.1712
10.070854187011719,3.1119561195373535,-10.975178718566895,Medium,0.7887
10.1630220413208,3.514950752258301,-10.73476791381836,Medium,0.5622
10.010735511779785,2.765188455581665,-11.053832054138184,Medium,1.1032
10.300113677978516,3.7631113529205322,-10.451081275939941,Medium,0.6210
10.21989917755127,4.007819175720215,-10.266200065612793,Low,0.3697
9.737525939941406,3.0909364223480225,-11.29078197479248,Medium,0.5604
9.877814292907715,3.8957724571228027,-10.713644027709961,Low,0.2329
9.791301727294922,2.439594030380249,-11.246979713439941,Medium,1.1973
9.689022064208984,2.784766674041748,-11.354889869689941,Medium,1.1239
9.801350593566895,3.4075663089752197,-11.131048202514648,Low,0.4977
9.767008781433105,3.6254725456237793,-11.043460845947266,Medium,0.6473
10.363631248474121,4.282645225524902,-9.514518737792969,Low,0.2297
10.571261405944824,4.268825531005859,-9.179651260375977,Low,0.1808
10.08842658996582,4.427645206451416,-9.376976013183594,Low,0.2350
9.458168029785156,3.055290460586548,-11.566478729248047,Low,0.3982
9.491606712341309,3.4152426719665527,-11.414167404174805,Low,0.2623
9.620081901550293,3.842954397201538,-11.011861801147461,Low,0.2248
9.917255401611328,4.0957112312316895,-10.441513061523438,Medium,0.5330
9.603523254394531,4.171647548675537,-10.654808044433594,Medium,0.5072
10.010461807250977,4.266232013702393,-10.094316482543945,Low,0.0079
9.745695114135742,4.515864372253418,-9.800395011901855,Low,0.0589
9.43496036529541,2.600498676300049,-11.618401527404785,Low,0.3397
9.46854019165039,4.508671283721924,-10.167068481445312,Low,0.3034
9.179550170898438,3.0051426887512207,-11.857173919677734,Medium,0.5178
9.207016944885254,3.3718724250793457,-11.699385643005371,Low,0.0622
9.390869140625,3.818528175354004,-11.238234519958496,Medium,0.6170
9.357264518737793,4.079895496368408,-10.996367454528809,Low,0.0172
9.459893226623535,4.382758617401123,-10.464814186096191,Low,0.3791
9.259993553161621,4.334583282470703,-10.735600471496582,Medium,0.5097
9.222314834594727,2.140523910522461,-11.853541374206543,Medium,0.5288
9.101275444030762,2.553523063659668,-12.0028715133667,Low,0.1046
9.161178588867188,3.6870834827423096,-11.545550346374512,Medium,0.6665
9.003746032714844,4.027524471282959,-11.360340118408203,Low,0.4470
9.00143051147461,4.533276557922363,-10.585911750793457,Low,0.1025
8.932005882263184,2.83389949798584,-12.179303169250488,Low,0.2570
8.955204963684082,3.262516736984253,-11.986859321594238,Low,0.1165
8.927297592163086,3.5287413597106934,-11.858181953430176,Medium,0.5055
8.982358932495117,4.326869487762451,-10.985112190246582,Low,0.1267
9.097972869873047,4.716180801391602,-9.738487243652344,Low,0.4389
9.345539093017578,4.641420841217041,-9.753372192382812,Medium,0.5279
9.578722953796387,4.597432613372803,-9.38044261932373,Low,0.1592
8.90273380279541,2.509336233139038,-12.253911972045898,Medium,0.5258
8.619122505187988,4.035827159881592,-11.661606788635254,Low,0.4726
8.671504020690918,4.286063194274902,-11.303889274597168,Low,0.1164
8.563085556030273,4.507883071899414,-11.012271881103516,Low,0.1878
9.053375244140625,4.677216529846191,-10.13088321685791,Low,0.3628
8.565152168273926,4.665809154510498,-10.643630981445312,Medium,0.5589
8.700380325317383,4.82161283493042,-9.915458679199219,Low,0.2458
8.717029571533203,3.3505818843841553,-12.151247024536133,Medium,0.6381
8.42092227935791,4.803068161010742,-10.299410820007324,Low,0.0451
8.93554973602295,4.765793323516846,-9.552779197692871,Medium,0.5074
8.608534812927246,3.7014315128326416,-11.989715576171875,Low,0.0748
8.314271926879883,3.932255983352661,-11.983211517333984,Low,0.1563
8.2914457321167,4.404087066650391,-11.394021034240723,Low,0.0116
8.17889404296875,4.739662170410156,-10.712071418762207,Low,0.1996
8.387428283691406,4.868722438812256,-9.961616516113281,Low,0.3417
8.569183349609375,4.835963726043701,-9.723383903503418,Low,0.2930
8.637579917907715,2.949477434158325,-12.423362731933594,Medium,0.9054
8.446728706359863,3.280700206756592,-12.414306640625,Medium,0.7815
8.16015911102295,3.7353322505950928,-12.270846366882324,Low,0.3729
8.220246315002441,4.210712432861328,-11.721933364868164,Low,0.3180
8.168607711791992,4.596080780029297,-11.102006912231445,Low,0.0746
8.288204193115234,3.009937286376953,-12.678645133972168,Medium,0.7745
7.957773685455322,4.047285556793213,-12.069212913513184,Low,0.3556
7.750192165374756,4.736578464508057,-10.941975593566895,Low,0.4870
8.177865982055664,4.895625114440918,-9.884284019470215,Low,0.1175
8.140965461730957,3.3663368225097656,-12.565192222595215,Medium,1.0204
7.746754169464111,3.8513684272766113,-12.372553825378418,Low,0.3405
7.695751190185547,4.323566436767578,-11.826058387756348,Low,0.3595
7.7560200691223145,4.527369499206543,-11.461770057678223,Low,0.3848
7.973110675811768,4.811486721038818,-10.579972267150879,Low,0.1793
8.019468307495117,4.876155853271484,-10.240507125854492,Low,0.4986
7.741108417510986,4.853527069091797,-10.513582229614258,Low,0.2299
7.801795482635498,4.808282375335693,-9.106966972351074,Low,0.1683
8.092114448547363,4.731583595275879,-8.80357551574707,Low,0.1277
7.589346885681152,4.752747535705566,-8.940147399902344,Medium,0.6525
7.830725193023682,4.672513008117676,-8.696438789367676,Low,0.0213
7.84423828125,3.5832650661468506,-12.569110870361328,Medium,0.9233
7.454805850982666,4.102601528167725,-12.197967529296875,Low,0.0394
7.298199653625488,4.5149617195129395,-11.641051292419434,Medium,0.5147
7.394800662994385,4.671882152557373,-11.272080421447754,Low,0.2562
7.553274631500244,4.908058166503906,-10.245198249816895,Medium,0.5304
8.016380310058594,4.874189376831055,-9.586078643798828,Low,0.1017
7.7387895584106445,4.865296840667725,-9.404253005981445,Low,0.0962
7.40132999420166,4.926291465759277,-9.766868591308594,Low,0.3322
7.4181904792785645,4.688104152679443,-8.822061538696289,Low,0.3182
7.963788986206055,2.8284623622894287,-12.954533576965332,High,1.3098
7.770416736602783,3.243302345275879,-12.838109970092773,High,1.2047
7.567406177520752,2.949270486831665,-13.08743667602539,Medium,0.6586
7.345130920410156,3.841978073120117,-12.515748977661133,Low,0.2777
7.215836048126221,4.332549571990967,-11.956521034240723,Medium,0.5711
7.415919780731201,4.847005844116211,-10.655579566955566,Medium,0.6075
7.797025203704834,4.914430141448975,-9.96660041809082,Low,0.3681
7.448349952697754,3.522740125656128,-12.76191234588623,Medium,1.0603
6.98416805267334,4.167941570281982,-12.215749740600586,Low,0.3007
6.942139625549316,4.651381492614746,-11.40533447265625,Low,0.1113
7.245463848114014,-0.5850719213485718,-13.22556209564209,Low,0.3615
7.513761043548584,-0.27889755368232727,-13.11897087097168,Low,0.3004
7.304422855377197,-0.33652231097221375,-13.341296195983887,Medium,0.6470
7.433520793914795,2.6102123260498047,-13.285377502441406,Medium,0.7156
7.137225151062012,2.954080820083618,-13.213642120361328,Medium,0.8643
7.009079456329346,3.667834758758545,-12.74696159362793,High,1.2766
6.738349437713623,4.400668144226074,-11.893219947814941,Low,0.0230
7.047721862792969,4.788684844970703,-10.973557472229004,Low,0.2311
6.9729509353637695,4.8883185386657715,-10.499489784240723,Low,0.0512
7.854679107666016,0.15293164551258087,-12.950922966003418,Medium,0.5640
7.550223350524902,0.06875533610582352,-13.346709251403809,Medium,0.6615
7.702417850494385,0.5019500255584717,-13.357691764831543,Medium,0.5938
7.6097941398620605,0.767005205154419,-13.487747192382812,Medium,0.7501
7.436566352844238,0.5391216278076172,-13.574541091918945,Medium,0.9471
7.045469284057617,2.6160669326782227,-13.391632080078125,Medium,0.5838
7.3685688972473145,3.174436330795288,-13.02344799041748,Medium,0.9816
7.053077220916748,3.345614194869995,-12.992283821105957,Medium,0.5563
6.934980392456055,3.9392037391662598,-12.493751525878906,Low,0.0187
6.575046062469482,4.148834228515625,-12.264114379882812,Low,0.4806
6.505558967590332,4.586848735809326,-11.547937393188477,Medium,0.5661
6.4746994972229,4.729218482971191,-11.16382884979248,Low,0.3334
6.549904823303223,4.824930191040039,-10.803123474121094,Low,0.0826
7.169884204864502,4.928921699523926,-10.135665893554688,Low,0.4801
6.739943981170654,4.9155097007751465,-10.111379623413086,Low,0.1641
7.006741046905518,4.924830436706543,-9.92194652557373,Low,0.4119
7.126859188079834,0.9175966382026672,-13.75435733795166,High,1.5000
7.491816997528076,1.0583997964859009,-13.575834274291992,Medium,0.9618
7.207973003387451,1.4023936986923218,-13.689955711364746,Medium,0.6938
7.367225170135498,1.8309767246246338,-13.56263542175293,High,1.5000
7.016735553741455,1.8733958005905151,-13.668935775756836,High,1.9514
7.228614330291748,2.238523006439209,-13.497164726257324,Medium,0.5483
6.672074317932129,2.751844882965088,-13.388408660888672,Medium,0.6760
6.561652660369873,3.486924886703491,-12.922807693481445,Medium,0.9473
6.689572334289551,3.7832751274108887,-12.666723251342773,Medium,0.9550
6.386428356170654,3.9432590007781982,-12.498180389404297,Low,0.0494
6.2606682777404785,4.28324556350708,-12.051576614379883,Medium,0.6210
6.3936285972595215,4.451336860656738,-11.796832084655762,Low,0.0224
6.511325836181641,4.879971981048584,-10.443862915039062,Medium,0.5203
6.729400634765625,4.887469291687012,-9.680001258850098,Low,0.1504
7.166890621185303,4.875369548797607,-9.400915145874023,Low,0.0685
6.7675933837890625,4.812220096588135,-9.297953605651855,Low,0.0417
7.028433322906494,4.521717071533203,-8.652762413024902,Low,0.4927
6.765908241271973,4.400568008422852,-8.581192970275879,Low,0.2043
6.475545406341553,4.521028995513916,-8.869510650634766,Low,0.3500
7.2144060134887695,-0.20540176331996918,-13.527104377746582,Medium,0.9225
7.291957855224609,0.1656285673379898,-13.596355438232422,Medium,0.5201
7.104535102844238,0.47724252939224243,-13.748392105102539,High,1.5000
6.8107781410217285,1.4677003622055054,-13.798564910888672,Medium,1.1299
6.769995212554932,2.285565137863159,-13.580968856811523,Medium,0.9069
6.754757404327393,3.1457278728485107,-13.165643692016602,Medium,1.1063
6.154247760772705,4.617112636566162,-11.39586353302002,Low,0.0092
6.166667938232422,4.811060428619385,-10.645021438598633,Medium,0.5096
6.330722808837891,4.874677658081055,-9.96112060546875,Low,0.3586
6.332355976104736,4.791346549987793,-9.440171241760254,Medium,0.6366
6.63374137878418,4.699216365814209,-9.122843742370605,Low,0.3822
6.039822578430176,4.226650714874268,-8.64659595489502,Medium,0.6846
6.902420997619629,-0.72586989402771,-13.532913208007812,Low,0.4653
6.914128303527832,-0.3473433256149292,-13.684026718139648,Medium,0.7299
6.5375542640686035,-0.724285900592804,-13.77241039276123,Medium,0.9993
6.833433151245117,0.03723554685711861,-13.821052551269531,Medium,1.1103
6.545283317565918,-0.31095609068870544,-13.88542366027832,Medium,0.7830
6.647611141204834,1.8786202669143677,-13.737142562866211,High,2.0000
6.344449520111084,3.0814461708068848,-13.214993476867676,Medium,0.8728
6.110925197601318,4.088499546051025,-12.291916847229004,Low,0.0559
5.838738918304443,4.193378448486328,-12.089661598205566,Low,0.0699
6.032587051391602,4.438986301422119,-11.738228797912598,Medium,0.5109
6.04185676574707,4.720179557800293,-11.003581047058105,Low,0.0926
6.210320949554443,4.859161853790283,-10.311493873596191,Low,0.1745
6.010847568511963,4.666463851928711,-9.271248817443848,Low,0.3730
5.739173889160156,4.461854934692383,-9.028315544128418,Low,0.4711
6.532533645629883,-1.052829623222351,-13.634649276733398,High,1.3406
6.436948299407959,0.08251845091581345,-13.97730541229248,High,1.8725
6.542130470275879,1.1001781225204468,-13.90847110748291,High,1.5738
6.406678199768066,1.5677062273025513,-13.839139938354492,High,2.0000
6.200803279876709,2.657869815826416,-13.446582794189453,High,1.5000
6.129613399505615,3.701418876647949,-12.713956832885742,Medium,0.8339
6.021278381347656,3.356173038482666,-12.99755859375,Medium,0.5414
5.780037879943848,3.9097280502319336,-12.433403968811035,Medium,0.5021
5.768286228179932,4.547699451446533,-11.384600639343262,Low,0.1291
5.877117156982422,4.778254985809326,-10.5762357711792,Low,0.2028
5.866870880126953,4.806300163269043,-10.126998901367188,Low,0.3515
5.559129238128662,4.2733283042907715,-8.858946800231934,Medium,0.6619
6.224811553955078,-0.6222560405731201,-13.939355850219727,High,1.4800
6.184085369110107,-0.2500931918621063,-14.017219543457031,High,1.6561
6.697883129119873,0.4062645137310028,-13.912505149841309,High,1.4737
6.151711940765381,1.1976807117462158,-13.93407154083252,High,2.0000
6.288525104522705,1.9837818145751953,-13.726926803588867,High,1.8909
5.921738624572754,3.003662586212158,-13.234762191772461,High,1.2314
5.632404327392578,3.554373025894165,-12.75842571258545,Medium,1.1460
5.3848185539245605,4.064204692840576,-12.112166404724121,Low,0.2076
5.584316730499268,4.327747344970703,-11.775127410888672,Low,0.2694
5.592796325683594,4.650167465209961,-10.93258285522461,Low,0.3836
6.053858280181885,4.807558059692383,-9.716001510620117,Low,0.2986
5.340024471282959,4.305518627166748,-8.970949172973633,Low,0.2869
6.251155376434326,-1.8120015859603882,-13.28837776184082,Low,0.0890
6.251827716827393,-1.660194754600525,-13.457627296447754,Medium,0.5481
5.999447345733643,-1.9126720428466797,-13.474627494812012,Low,0.4341
6.009645462036133,0.10131675750017166,-14.065914154052734,High,2.0000
6.275022506713867,0.8399857878684998,-13.982136726379395,High,2.0000
5.925509929656982,1.649705410003662,-13.823019027709961,High,1.8739
6.308868885040283,2.345219373703003,-13.587990760803223,Medium,0.6958
5.9778008460998535,2.223282814025879,-13.628100395202637,High,1.3291
5.767287731170654,2.556576728820801,-13.4564790725708,High,1.4652
5.293720245361328,3.760225772857666,-12.456289291381836,Medium,0.6386
5.3692851066589355,4.440746784210205,-11.416358947753906,Low,0.2499
5.541693687438965,4.720451354980469,-10.509583473205566,Low,0.1695
5.601281642913818,4.738466262817383,-9.858803749084473,Low,0.4573
5.702610969543457,4.693466663360596,-9.526854515075684,Medium,0.5001
5.381916522979736,4.5182271003723145,-9.304441452026367,Low,0.1125
5.503670692443848,4.012618064880371,-8.605679512023926,Medium,0.7050
5.783360958099365,3.9044318199157715,-8.422789573669434,Medium,0.9515
5.069971561431885,3.8136589527130127,-8.566747665405273,Medium,0.9476
6.052086353302002,-1.5156254768371582,-13.68753433227539,Medium,0.7822
5.8477678298950195,-0.4131838083267212,-14.079838752746582,High,2.0000
6.345249652862549,0.5082235932350159,-13.999266624450684,Medium,1.1853
5.863601207733154,0.6014710664749146,-14.040278434753418,High,2.0000
5.739965438842773,1.104822039604187,-13.958041191101074,High,2.0000
5.60907506942749,2.8260505199432373,-13.287208557128906,Medium,0.6637
5.060367107391357,3.8750948905944824,-12.221044540405273,Low,0.3282
5.212711811065674,4.238003730773926,-11.75284481048584,Medium,0.5100
5.136588096618652,4.512484073638916,-11.015618324279785,Low,0.2158
5.212263107299805,4.625256538391113,-10.578106880187988,Low,0.1769
5.352322578430176,4.6928558349609375,-10.18667221069336,Low,0.0897
5.113930702209473,4.095464706420898,-8.798917770385742,Low,0.0620
4.927611351013184,3.5608432292938232,-8.393376350402832,Medium,0.5318
4.662961006164551,3.5975587368011475,-8.499520301818848,Medium,0.5791
5.8806304931640625,-1.081333041191101,-13.940814018249512,High,1.5000
5.875863075256348,-0.700380265712738,-14.034717559814453,High,2.0000
5.624457359313965,-0.24747876822948456,-14.121016502380371,High,2.0000
5.471452713012695,1.4558131694793701,-13.85092830657959,High,2.0000
5.377479553222656,2.5626392364501953,-13.385483741760254,Medium,0.7093
5.484719276428223,3.115633010864258,-13.076457023620605,Medium,0.8337
5.136415004730225,3.414088726043701,-12.739559173583984,Medium,1.1677
4.810043811798096,3.6440112590789795,-12.381863594055176,Low,0.1969
4.826813697814941,4.067884922027588,-11.826179504394531,Low,0.3741
4.987098217010498,4.329415798187256,-11.423831939697266,Low,0.3331
5.0469512939453125,4.577342987060547,-9.848043441772461,Low,0.4755
4.840161323547363,4.214364528656006,-9.096519470214844,Low,0.0214
4.687245845794678,3.955230712890625,-8.814440727233887,Low,0.3746
5.699313163757324,-2.625995635986328,-12.907364845275879,Low,0.1403
5.817109107971191,-2.284147024154663,-13.309369087219238,Low,0.1593
5.481014251708984,-2.644972085952759,-13.224377632141113,Low,0.3571
5.674601078033447,-2.043951988220215,-13.612549781799316,Medium,0.7385
5.5313401222229,-0.8959491848945618,-14.083975791931152,High,1.7683
5.515706539154053,0.08389615267515182,-14.11267375946045,High,2.0000
5.459195137023926,0.7967367172241211,-14.015317916870117,High,1.8770
5.436336040496826,1.1393697261810303,-13.933563232421875,High,2.0000
5.4588093757629395,1.8788725137710571,-13.7030029296875,Medium,0.7117
5.112657070159912,3.0972940921783447,-12.990372657775879,Medium,0.5795
4.799290657043457,3.8612587451934814,-12.111327171325684,Low,0.2022
4.718841552734375,4.387388229370117,-11.029694557189941,Low,0.3787
4.852075099945068,4.513521194458008,-10.610530853271484,Low,0.1673
4.987037181854248,4.585488796234131,-10.228983879089355,Low,0.3440
5.109407424926758,4.517881870269775,-9.500147819519043,Low,0.0882
4.771446704864502,4.446414947509766,-9.637670516967773,Medium,0.8450
5.455894947052002,-2.3453783988952637,-13.529025077819824,Medium,0.9780
5.688051223754883,-1.6916922330856323,-13.795771598815918,Medium,0.5166
5.440577983856201,-1.4211314916610718,-13.985713958740234,Medium,0.8027
5.345510005950928,-1.8389427661895752,-13.872330665588379,High,1.3864
5.283633708953857,-0.2562500834465027,-14.144636154174805,High,2.0000
5.349715709686279,0.4257226586341858,-14.074990272521973,High,2.0000
5.206421375274658,2.838305711746216,-13.188004493713379,Medium,0.6346
4.973996639251709,2.515169620513916,-13.311830520629883,Medium,0.8272
4.822333335876465,3.1752665042877197,-12.828210830688477,Medium,1.1226
4.466482162475586,3.808337688446045,-12.007365226745605,Low,0.1564
4.579615116119385,4.208746433258057,-11.39716911315918,Low,0.0254
4.413159370422363,4.006990432739258,-9.012016296386719,Low,0.2943
4.5390496253967285,3.7307803630828857,-8.663310050964355,Medium,1.1470
4.2621989250183105,3.5123231410980225,-8.541855812072754,Medium,0.7438
5.156968116760254,-2.5726125240325928,-13.520075798034668,Medium,0.8770
5.162169456481934,-1.129685401916504,-14.115686416625977,High,1.6739
5.424710750579834,-0.5543306469917297,-14.135886192321777,High,2.0000
5.078413009643555,0.13985024392604828,-14.102452278137207,High,1.4666
5.2530131340026855,1.0315784215927124,-13.942959785461426,High,2.0000
4.9846601486206055,1.7507703304290771,-13.672262191772461,Medium,1.1939
5.135746479034424,2.1141083240509033,-13.551610946655273,High,1.5000
5.468015670776367,2.2524325847625732,-13.550555229187012,High,1.5000
4.968616962432861,2.8273637294769287,-13.12465763092041,Medium,1.1129
4.768584728240967,2.897134780883789,-13.007535934448242,Medium,0.7343
4.365081310272217,3.5293049812316895,-12.295089721679688,Low,0.0012
4.214970111846924,3.9426701068878174,-11.639339447021484,Medium,0.5548
4.289446830749512,4.199227809906006,-11.172659873962402,Low,0.3653
4.473167419433594,4.400213718414307,-10.638185501098633,Low,0.4511
4.576159954071045,4.458056449890137,-10.246994018554688,Medium,0.5015
4.041133880615234,3.765374183654785,-8.88509464263916,Low,0.1268
4.043840408325195,3.220174789428711,-8.309820175170898,Low,0.2544
3.7796430587768555,3.397071599960327,-8.567025184631348,Low,0.4655
5.381716251373291,-2.859734535217285,-12.942034721374512,Medium,0.5082
5.106040954589844,-2.8838701248168945,-13.258716583251953,Medium,0.5410
5.163415908813477,-2.190737247467041,-13.765488624572754,Medium,1.1260
5.029709815979004,-1.5181028842926025,-14.060111999511719,High,2.0000
4.9318037033081055,-0.3199947774410248,-14.147529602050781,High,2.0000
5.0191731452941895,0.41329458355903625,-14.057221412658691,High,2.0000
5.070019721984863,0.7085555791854858,-14.00403118133545,High,1.3212
4.983644962310791,1.2932173013687134,-13.830986022949219,High,2.0000
4.606456279754639,1.5626298189163208,-13.660146713256836,High,1.5000
4.763486862182617,1.8750611543655396,-13.56919002532959,Medium,1.1859
4.76641845703125,2.145643711090088,-13.446044921875,High,1.5000
4.699007034301758,2.6015875339508057,-13.179865837097168,Medium,0.8637
4.529808044433594,2.941335439682007,-12.889607429504395,Medium,0.6229
4.498506546020508,3.2642602920532227,-12.616450309753418,Low,0.2919
4.032875061035156,3.610921621322632,-12.009428977966309,Low,0.1736
4.2651190757751465,4.29278564453125,-10.859312057495117,Low,0.3735
4.112458229064941,4.033482074737549,-9.23285961151123,Low,0.4842
4.848227500915527,-2.7781033515930176,-13.510740280151367,Medium,0.7346
4.7280755043029785,-2.548725128173828,-13.714529991149902,Medium,0.8157
4.990806579589844,-1.8615434169769287,-13.964238166809082,High,1.5000
5.0546112060546875,-0.721046507358551,-14.159781455993652,High,2.0000
4.790853977203369,-1.0720868110656738,-14.15807819366455,High,2.0000
4.7693634033203125,-0.5779649615287781,-14.157264709472656,High,2.0000
4.704456806182861,0.036727819591760635,-14.094573020935059,Medium,1.0348
4.713839054107666,0.4478558599948883,-14.018881797790527,High,1.9128
4.377743721008301,2.5649330615997314,-13.088105201721191,Medium,0.6295
4.077021598815918,3.3862812519073486,-12.295550346374512,Low,0.0070
3.851968765258789,4.123990058898926,-10.922700881958008,Low,0.3119
4.174607753753662,4.33262300491333,-10.411822319030762,Low,0.2070
3.6528480052948,3.8439993858337402,-9.201376914978027,Low,0.0930
3.4382827281951904,3.527987241744995,-8.841998100280762,Medium,0.6051
4.754688739776611,-3.178081750869751,-13.096741676330566,Low,0.0205
4.670501708984375,-3.032348155975342,-13.363229751586914,Medium,0.5777
4.562069892883301,-2.260768413543701,-13.900211334228516,Medium,0.6067
4.521115779876709,-0.3953492343425751,-14.1329984664917,High,2.0000
4.696712493896484,0.7881326675415039,-13.926546096801758,High,2.0000
4.511880397796631,1.8634124994277954,-13.503105163574219,Medium,0.7146
4.179097652435303,2.7031614780426025,-12.920415878295898,Medium,0.8943
4.365800857543945,2.9849791526794434,-12.791593551635742,Medium,0.5682
3.9602208137512207,4.023416519165039,-11.284097671508789,Low,0.1365
3.953592538833618,4.231801509857178,-10.63657283782959,Medium,0.6121
3.6808440685272217,4.013690948486328,-9.511919021606445,Low,0.1933
3.4449024200439453,3.2889487743377686,-8.547167778015137,Medium,0.6159
4.466126441955566,-3.306943416595459,-13.188006401062012,Low,0.1536
4.569687366485596,-1.8907889127731323,-14.031240463256836,High,2.0000
4.653759956359863,-1.4750723838806152,-14.114873886108398,High,2.0000
4.384560585021973,-1.2277452945709229,-14.153000831604004,High,2.0000
4.496137619018555,-0.8136770129203796,-14.16004467010498,High,2.0000
4.3025617599487305,-0.10665900260210037,-14.068737030029297,High,2.0000
4.432865619659424,0.2300288826227188,-14.025975227355957,High,2.0000
4.4288811683654785,0.5566762089729309,-13.941442489624023,High,2.0000
4.276768684387207,0.8198009729385376,-13.835230827331543,High,1.5000
4.59260892868042,1.0344809293746948,-13.83915901184082,High,1.5000
4.331008434295654,1.2073974609375,-13.723002433776855,Medium,1.1432
4.152626037597656,1.5734596252441406,-13.526114463806152,Medium,1.1424
4.436396598815918,2.2365522384643555,-13.298141479492188,Medium,0.5589
4.051529407501221,2.4311869144439697,-13.044402122497559,High,1.5000
3.990008592605591,2.8827602863311768,-12.700624465942383,Medium,0.5988
4.075064659118652,3.1829121112823486,-12.485058784484863,Low,0.1750
3.6679391860961914,3.2532784938812256,-12.201939582824707,Low,0.0879
3.5253376960754395,3.92476487159729,-11.088340759277344,Low,0.0738
3.376316785812378,3.8421711921691895,-9.381426811218262,Low,0.3204
4.21068811416626,-1.561103105545044,-14.118607521057129,High,2.0000
4.103468418121338,-0.6046993136405945,-14.110236167907715,High,1.7053
4.12095308303833,0.45796167850494385,-13.902722358703613,High,1.2126
3.87831974029541,1.11974036693573,-13.626140594482422,Medium,1.1604
4.321351528167725,1.9169068336486816,-13.422453880310059,High,1.2987
3.8744213581085205,2.443624496459961,-12.960509300231934,Medium,1.1670
3.6167056560516357,3.4902055263519287,-11.89124870300293,Low,0.0476
3.100726842880249,3.2826988697052,-11.801587104797363,Low,0.0818
3.616563558578491,3.711304187774658,-11.576401710510254,Low,0.2273
3.117640495300293,3.64021897315979,-9.190110206604004,Low,0.0538
4.353175640106201,-3.5760254859924316,-12.806889533996582,Low,0.1288
4.2396697998046875,-3.5263476371765137,-13.007232666015625,Low,0.1438
4.045853137969971,-1.0516799688339233,-14.135221481323242,High,2.0000
4.0077595710754395,0.06793136149644852,-13.978750228881836,High,1.6399
3.8152239322662354,0.7427274584770203,-13.739946365356445,High,1.5000
3.6971795558929443,1.3225939273834229,-13.480751991271973,Medium,0.8023
4.048685073852539,1.8685541152954102,-13.352935791015625,High,1.3687
3.8758676052093506,2.121887445449829,-13.154929161071777,High,1.2388
3.148547649383545,3.6234261989593506,-11.33572006225586,Low,0.4623
3.088224172592163,3.7864365577697754,-9.518729209899902,Low,0.2605
2.7699809074401855,3.2438910007476807,-8.739582061767578,Medium,0.6639
3.0935449600219727,3.162381887435913,-8.505342483520508,Low,0.1444
2.513584613800049,2.9900434017181396,-8.48947811126709,Low,0.0674
4.064930438995361,-3.2706987857818604,-13.387330055236816,Medium,0.6225
4.394611835479736,-2.936868906021118,-13.555523872375488,Medium,1.1743
3.9960711002349854,-2.9640915393829346,-13.639896392822266,High,1.2166
4.168497085571289,-2.6483819484710693,-13.790711402893066,Medium,0.6057
4.092134475708008,-2.3127241134643555,-13.943721771240234,High,1.5000
3.690781354904175,-2.7333340644836426,-13.800639152526855,Medium,0.6181
4.2003865242004395,-1.8938071727752686,-14.060464859008789,High,2.0000
3.8257291316986084,-2.0362579822540283,-14.036070823669434,High,2.0000
3.662874937057495,-0.8935022354125977,-14.075746536254883,High,2.0000
3.752744674682617,0.3025009334087372,-13.856586456298828,High,1.5000
3.489173650741577,0.9444401860237122,-13.565382957458496,High,1.2149
3.52579665184021,2.2237730026245117,-12.941130638122559,High,1.2571
3.769014835357666,2.5650086402893066,-12.829998970031738,High,1.2245
3.6404881477355957,2.9431445598602295,-12.47659683227539,Medium,0.8447
3.360830783843994,3.004230499267578,-12.27355670928955,Low,0.3707
3.1623754501342773,3.797044277191162,-11.011824607849121,Low,0.2322
3.3519275188446045,3.9722092151641846,-10.740557670593262,Medium,0.6129
2.807603120803833,3.614678144454956,-9.397520065307617,Low,0.0355
